"IN","OUT"
1593,0.604929
1594,0.662236
1595,0.72593
1596,0.790676
1597,0.852412
1598,0.908481
1599,0.957212
1600,0.99754
1601,1.02888
1602,1.0512
1603,1.0651
1604,1.07176
1605,1.07281
1606,1.07029
1607,1.06664
1608,1.06461
1609,1.06708
1610,1.07652
1611,1.0943
1612,1.1197
1613,1.14918
1614,1.17631
1615,1.19377
1616,1.19665
1617,1.18446
1618,1.16025
1619,1.12845
1620,1.09325
1621,1.05797
1622,1.02493
1623,0.995503
1624,0.970109
1625,0.948184
1626,0.928168
1627,0.907688
1628,0.884071
1629,0.855235
1630,0.820676
1631,0.781884
1632,0.741761
1633,0.703591
1634,0.670407
1635,0.644873
1636,0.629293
1637,0.625408
1638,0.633972
1639,0.654377
1640,0.684698
1641,0.722262
1642,0.764425
1643,0.809169
1644,0.855299
1645,0.902228
1646,0.949362
1647,0.995371
1648,1.03801
1649,1.07486
1650,1.1044
1651,1.12644
1652,1.14197
1653,1.1528
1654,1.16114
1655,1.16931
1656,1.17937
1657,1.19268
1658,1.20963
1659,1.22936
1660,1.24962
1661,1.26679
1662,1.27634
1663,1.2737
1664,1.25595
1665,1.22326
1666,1.17882
1667,1.12712
1668,1.07229
1669,1.01738
1670,0.964258
1671,0.913813
1672,0.866161
1673,0.820863
1674,0.777197
1675,0.734465
1676,0.692285
1677,0.650742
1678,0.610393
1679,0.572159
1680,0.537252
1681,0.507207
1682,0.484044
1683,0.470457
1684,0.469816
1685,0.485553
1686,0.519666
1687,0.570981
1688,0.63475
1689,0.704295
1690,0.773279
1691,0.836985
1692,0.892465
1693,0.938184
1694,0.973626
1695,0.999012
1696,1.0151
1697,1.02301
1698,1.0242
1699,1.02039
1700,1.01361
1701,1.00635
1702,1.0015
1703,1.00218
1704,1.01116
1705,1.03001
1706,1.05816
1707,1.09206
1708,1.12523
1709,1.15026
1710,1.1624
1711,1.16126
1712,1.14973
1713,1.13185
1714,1.11143
1715,1.09153
1716,1.0743
1717,1.06094
1718,1.05165
1719,1.04556
1720,1.0407
1721,1.03419
1722,1.02255
1723,1.0026
1724,0.972808
1725,0.934486
1726,0.891306
1727,0.847611
1728,0.807084
1729,0.772387
1730,0.745226
1731,0.726408
1732,0.71583
1733,0.712525
1734,0.714873
1735,0.720999
1736,0.729253
1737,0.738669
1738,0.749326
1739,0.762559
1740,0.78088
1741,0.807258
1742,0.843422
1743,0.888031
1744,0.936752
1745,0.984579
1746,1.02803
1747,1.06571
1748,1.09782
1749,1.12536
1750,1.14954
1751,1.17147
1752,1.19188
1753,1.21122
1754,1.22968
1755,1.24735
1756,1.26434
1757,1.28071
1758,1.29625
1759,1.3096
1760,1.3174
1761,1.31454
1762,1.29696
1763,1.26429
1764,1.21949
1765,1.16658
1766,1.10909
1767,1.04959
1768,0.989776
1769,0.930745
1770,0.873207
1771,0.817641
1772,0.764367
1773,0.713589
1774,0.66542
1775,0.619917
1776,0.577175
1777,0.537458
1778,0.501355
1779,0.469856
1780,0.444431
1781,0.427169
1782,0.420973
1783,0.429501
1784,0.456337
1785,0.503015
1786,0.566791
1787,0.640513
1788,0.715411
1789,0.784348
1790,0.843147
1791,0.890185
1792,0.925443
1793,0.949738
1794,0.96427
1795,0.970422
1796,0.969702
1797,0.963764
1798,0.954474
1799,0.94402
1800,0.935029
1801,0.930583
1802,0.93393
1803,0.947736
1804,0.972987
1805,1.00792
1806,1.04752
1807,1.08472
1808,1.1135
1809,1.13144
1810,1.13968
1811,1.1412
1812,1.13934
1813,1.13701
1814,1.13633
1815,1.13852
1816,1.14388
1817,1.15182
1818,1.16094
1819,1.16919
1820,1.17374
1821,1.17099
1822,1.15709
1823,1.12989
1824,1.09082
1825,1.04431
1826,0.995274
1827,0.947466
1828,0.903121
1829,0.863215
1830,0.827761
1831,0.796092
1832,0.767153
1833,0.739818
1834,0.713184
1835,0.68679
1836,0.660718
1837,0.635628
1838,0.612827
1839,0.59444
1840,0.583572
1841,0.584135
1842,0.599846
1843,0.632364
1844,0.679753
1845,0.736934
1846,0.79792
1847,0.857841
1848,0.913599
1849,0.963562
1850,1.007
1851,1.04364
1852,1.07348
1853,1.09667
1854,1.1136
1855,1.1249
1856,1.13156
1857,1.13508
1858,1.13749
1859,1.14139
1860,1.14949
1861,1.16377
1862,1.18427
1863,1.2081
1864,1.22928
1865,1.24068
1866,1.2373
1867,1.21824
1868,1.18602
1869,1.14461
1870,1.09796
1871,1.04933
1872,1.00112
1873,0.955011
1874,0.911952
1875,0.872236
1876,0.835429
1877,0.80041
1878,0.765646
1879,0.729789
1880,0.692386
1881,0.654212
1882,0.616998
1883,0.582902
1884,0.554209
1885,0.53338
1886,0.523173
1887,0.526498
1888,0.545693
1889,0.581301
1890,0.631133
1891,0.690622
1892,0.754363
1893,0.817649
1894,0.877115
1895,0.930566
1896,0.976546
1897,1.01407
1898,1.04264
1899,1.06237
1900,1.07404
1901,1.07899
1902,1.07902
1903,1.07632
1904,1.07348
1905,1.0733
1906,1.07854
1907,1.09127
1908,1.11209
1909,1.13923
1910,1.16794
1911,1.19117
1912,1.20217
1913,1.19767
1914,1.1788
1915,1.14943
1916,1.11407
1917,1.07667
1918,1.04016
1919,1.00649
1920,0.976666
1921,0.950748
1922,0.927814
1923,0.906021
1924,0.882912
1925,0.85608
1926,0.824104
1927,0.787322
1928,0.747821
1929,0.708616
1930,0.67281
1931,0.643244
1932,0.622488
1933,0.612784
1934,0.615689
1935,0.631547
1936,0.659172
1937,0.696101
1938,0.739363
1939,0.786277
1940,0.834917
1941,0.884098
1942,0.932973
1943,0.980388
1944,1.02449
1945,1.06304
1946,1.09434
1947,1.11785
1948,1.1342
1949,1.14497
1950,1.15227
1951,1.15851
1952,1.16603
1953,1.17671
1954,1.1916
1955,1.21045
1956,1.23154
1957,1.25149
1958,1.26553
1959,1.26856
1960,1.25677
1961,1.22941
1962,1.18903
1963,1.14004
1964,1.08684
1965,1.03286
1966,0.980361
1967,0.93056
1968,0.883811
1969,0.839785
1970,0.797697
1971,0.756619
1972,0.715833
1973,0.675122
1974,0.634875
1975,0.596001
1976,0.559778
1977,0.527787
1978,0.501993
1979,0.484934
1980,0.479791
1981,0.489991
1982,0.517984
1983,0.563532
1984,0.622903
1985,0.690009
1986,0.75857
1987,0.823613
1988,0.881817
1989,0.931228
1990,0.970895
1991,1.00063
1992,1.02085
1993,1.03246
1994,1.03674
1995,1.03532
1996,1.03013
1997,1.02353
1998,1.01831
1999,1.01752
2000,1.02407
2001,1.03988
2002,1.06505
2003,1.0969
2004,1.1297
2005,1.15593
2006,1.16971
2007,1.16935
2008,1.15707
2009,1.13689
2010,1.11289
2011,1.08848
2012,1.06613
2013,1.04741
2014,1.03286
2015,1.02201
2016,1.01326
2017,1.004
2018,0.990974
2019,0.97101
2020,0.942288
2021,0.905482
2022,0.863671
2023,0.820942
2024,0.781035
2025,0.746853
2026,0.720461
2027,0.703114
2028,0.695168
2029,0.696004
2030,0.704144
2031,0.717623
2032,0.734502
2033,0.753397
2034,0.773886
2035,0.796727
2036,0.823732
2037,0.856987
2038,0.89727
2039,0.942664
2040,0.989049
2041,1.03227
2042,1.06986
2043,1.10125
2044,1.1272
2045,1.14917
2046,1.1687
2047,1.18711
2048,1.20525
2049,1.22351
2050,1.24183
2051,1.25992
2052,1.27728
2053,1.29307
2054,1.3057
2055,1.31211
2056,1.30787
2057,1.2892
2058,1.25564
2059,1.21008
2060,1.15677
2061,1.09943
2062,1.0407
2063,0.982183
2064,0.924772
2065,0.868918
2066,0.814865
2067,0.762791
2068,0.712861
2069,0.665247
2070,0.620131
2071,0.57774
2072,0.538435
2073,0.502841
2074,0.471983
2075,0.447416
2076,0.43138
2077,0.426942
2078,0.437781
2079,0.467158
2080,0.515905
2081,0.580616
2082,0.654062
2083,0.727935
2084,0.795623
2085,0.853246
2086,0.89927
2087,0.933676
2088,0.957264
2089,0.971229
2090,0.976959
2091,0.975969
2092,0.969932
2093,0.960757
2094,0.9507
2095,0.942466
2096,0.939177
2097,0.943998
2098,0.959354
2099,0.985873
2100,1.02136
2101,1.06043
2102,1.09589
2103,1.12202
2104,1.13692
2105,1.14216
2106,1.14096
2107,1.13674
2108,1.13237
2109,1.12993
2110,1.13059
2111,1.13457
2112,1.14117
2113,1.14887
2114,1.15539
2115,1.15771
2116,1.15209
2117,1.13495
2118,1.10482
2119,1.0639
2120,1.01687
2121,0.968491
2122,0.922214
2123,0.880052
2124,0.842817
2125,0.810402
2126,0.782028
2127,0.756531
2128,0.732679
2129,0.709491
2130,0.686468
2131,0.663727
2132,0.642055
2133,0.623013
2134,0.6091
2135,0.60384
2136,0.611311
2137,0.634674
2138,0.67413
2139,0.726085
2140,0.784668
2141,0.844256
2142,0.900928
2143,0.952545
2144,0.998187
2145,1.03758
2146,1.07074
2147,1.09778
2148,1.11892
2149,1.13457
2150,1.14536
2151,1.15234
2152,1.15708
2153,1.16176
2154,1.16894
2155,1.18095
2156,1.19871
2157,1.22045
2158,1.24118
2159,1.25391
2160,1.25283
2161,1.23588
2162,1.20473
2163,1.16305
2164,1.1148
2165,1.06341
2166,1.0115
2167,0.960935
2168,0.912913
2169,0.86803
2170,0.826269
2171,0.786998
2172,0.7491
2173,0.711379
2174,0.673171
2175,0.634788
2176,0.59748
2177,0.563036
2178,0.533486
2179,0.511104
2180,0.498581
2181,0.499033
2182,0.515452
2183,0.549386
2184,0.599454
2185,0.661076
2186,0.728003
2187,0.794441
2188,0.856223
2189,0.910829
2190,0.956884
2191,0.993709
2192,1.02115
2193,1.03957
2194,1.04986
2195,1.05336
2196,1.05179
2197,1.04725
2198,1.04223
2199,1.03956
2200,1.04221
2201,1.0527
2202,1.07227
2203,1.09988
2204,1.13142
2205,1.16002
2206,1.17845
2207,1.18256
2208,1.1726
2209,1.1519
2210,1.12475
2211,1.09508
2212,1.06597
2213,1.03952
2214,1.01693
2215,0.998394
2216,0.983076
2217,0.969085
2218,0.953675
2219,0.933787
2220,0.907061
2221,0.873012
2222,0.833523
2223,0.79203
2224,0.752209
2225,0.71723
2226,0.689631
2227,0.671344
2228,0.663563
2229,0.666505
2230,0.679265
2231,0.700018
2232,0.72652
2233,0.756738
2234,0.789343
2235,0.823981
2236,0.861182
2237,0.901739
2238,0.945548
2239,0.990654
2240,1.03372
2241,1.07165
2242,1.10287
2243,1.12743
2244,1.14654
2245,1.162
2246,1.17581
2247,1.18969
2248,1.20484
2249,1.22175
2250,1.24011
2251,1.2589
2252,1.27645
2253,1.29037
2254,1.29739
2255,1.29356
2256,1.27554
2257,1.24273
2258,1.19779
2259,1.14505
2260,1.08855
2261,1.03123
2262,0.974884
2263,0.920361
2264,0.867879
2265,0.817306
2266,0.768412
2267,0.721059
2268,0.675293
2269,0.631359
2270,0.589669
2271,0.550799
2272,0.515547
2273,0.485067
2274,0.461052
2275,0.445926
2276,0.442923
2277,0.455704
2278,0.487082
2279,0.537038
2280,0.601521
2281,0.673484
2282,0.745463
2283,0.81164
2284,0.868474
2285,0.914383
2286,0.949138
2287,0.973331
2288,0.988013
2289,0.994498
2290,0.994277
2291,0.989036
2292,0.980727
2293,0.971688
2294,0.964708
2295,0.962931
2296,0.969392
2297,0.986198
2298,1.01352
2299,1.04869
2300,1.08585
2301,1.11768
2302,1.13873
2303,1.14765
2304,1.14654
2305,1.13898
2306,1.12858
2307,1.1183
2308,1.11029
2309,1.10576
2310,1.10493
2311,1.10705
2312,1.11038
2313,1.11234
2314,1.10958
2315,1.09835
2316,1.07575
2317,1.04154
2318,0.9988
2319,0.952289
2320,0.906373
2321,0.864133
2322,0.827363
2323,0.796783
2324,0.772214
2325,0.752754
2326,0.737028
2327,0.723523
2328,0.710961
2329,0.698624
2330,0.686595
2331,0.67591
2332,0.668692
2333,0.668219
2334,0.678527
2335,0.702974
2336,0.742022
2337,0.792172
2338,0.847568
2339,0.902758
2340,0.954249
2341,1.00048
2342,1.04116
2343,1.07658
2344,1.10719
2345,1.13341
2346,1.15557
2347,1.17396
2348,1.18897
2349,1.20123
2350,1.2118
2351,1.22225
2352,1.23442
2353,1.24962
2354,1.26719
2355,1.2833
2356,1.29165
2357,1.28648
2358,1.26558
2359,1.23045
2360,1.18453
2361,1.13158
2362,1.0748
2363,1.01666
2364,0.958992
2365,0.903023
2366,0.849543
2367,0.798939
2368,0.751219
2369,0.706059
2370,0.662945
2371,0.621471
2372,0.581691
2373,0.544265
2374,0.510349
2375,0.481448
2376,0.459477
2377,0.446976
2378,0.447261
2379,0.464035
2380,0.499955
2381,0.554369
2382,0.622125
2383,0.69524
2384,0.76612
2385,0.829601
2386,0.883068
2387,0.925678
2388,0.957575
2389,0.979426
2390,0.99223
2391,0.997244
2392,0.995958
2393,0.990099
2394,0.981685
2395,0.973123
2396,0.967279
2397,0.967349
2398,0.976311
2399,0.99596
2400,1.02577
2401,1.06205
2402,1.09817
2403,1.12703
2404,1.1443
2405,1.14975
2406,1.14599
2407,1.13666
2408,1.12523
2409,1.1145
2410,1.10637
2411,1.10186
2412,1.10097
2413,1.10273
2414,1.10521
2415,1.10557
2416,1.10026
2417,1.08557
2418,1.05923
2419,1.02203
2420,0.977789
2421,0.931261
2422,0.886427
2423,0.845974
2424,0.811402
2425,0.783209
2426,0.761043
2427,0.743874
2428,0.730255
2429,0.718673
2430,0.707917
2431,0.697408
2432,0.687432
2433,0.679311
2434,0.675545
2435,0.67975
2436,0.695915
2437,0.726529
2438,0.770516
2439,0.823169
2440,0.878521
2441,0.931849
2442,0.980541
2443,1.0237
2444,1.06142
2445,1.09418
2446,1.12249
2447,1.1468
2448,1.16743
2449,1.1847
2450,1.19903
2451,1.21115
2452,1.22224
2453,1.2339
2454,1.24773
2455,1.26422
2456,1.2812
2457,1.29338
2458,1.29438
2459,1.28016
2460,1.2507
2461,1.20883
2462,1.1583
2463,1.10259
2464,1.04446
2465,0.98598
2466,0.928605
2467,0.873312
2468,0.820679
2469,0.770922
2470,0.723926
2471,0.679314
2472,0.63665
2473,0.59576
2474,0.556999
2475,0.521264
2476,0.489858
2477,0.46445
2478,0.447232
2479,0.44115
2480,0.449846
2481,0.476769
2482,0.523154
2483,0.585952
2484,0.65805
2485,0.731162
2486,0.798761
2487,0.857072
2488,0.904555
2489,0.941027
2490,0.967016
2491,0.983435
2492,0.991463
2493,0.992508
2494,0.988189
2495,0.980377
2496,0.971279
2497,0.963542
2498,0.960252
2499,0.964601
2500,0.97911
2501,1.00451
2502,1.03869
2503,1.07627
2504,1.10999
2505,1.13389
2506,1.14584
2507,1.14731
2508,1.1416
2509,1.1323
2510,1.12252
2511,1.11455
2512,1.1098
2513,1.10871
2514,1.11075
2515,1.11443
2516,1.11737
2517,1.11637
2518,1.10765
2519,1.08788
2520,1.05611
2521,1.01478
2522,0.968511
2523,0.921867
2524,0.878202
2525,0.839558
2526,0.806862
2527,0.780119
2528,0.758583
2529,0.740988
2530,0.725864
2531,0.711895
2532,0.698248
2533,0.684824
2534,0.672423
2535,0.662888
2536,0.659219
2537,0.665364
2538,0.685112
2539,0.719982
2540,0.767588
2541,0.82247
2542,0.878771
2543,0.932291
2544,0.980875
2545,1.02385
2546,1.06133
2547,1.09371
2548,1.12139
2549,1.14471
2550,1.16396
2551,1.17951
2552,1.19192
2553,1.20218
2554,1.21177
2555,1.22262
2556,1.23648
2557,1.25367
2558,1.27163
2559,1.28473
2560,1.28645
2561,1.27285
2562,1.244
2563,1.20276
2564,1.15292
2565,1.09797
2566,1.04076
2567,0.983361
2568,0.92727
2569,0.873454
2570,0.822446
2571,0.774371
2572,0.728972
2573,0.685709
2574,0.644026
2575,0.603736
2576,0.565282
2577,0.529692
2578,0.498388
2579,0.473134
2580,0.456199
2581,0.45057
2582,0.459847
2583,0.487294
2584,0.533842
2585,0.596233
2586,0.667463
2587,0.739601
2588,0.806463
2589,0.864448
2590,0.912022
2591,0.948906
2592,0.975497
2593,0.992596
2594,1.00131
2595,1.00301
2596,0.999324
2597,0.992128
2598,0.983662
2599,0.976599
2600,0.974022
2601,0.979064
2602,0.994116
2603,1.01973
2604,1.05358
2605,1.0901
2606,1.12192
2607,1.1432
2608,1.15201
2609,1.15006
2610,1.14081
2611,1.12798
2612,1.11472
2613,1.10337
2614,1.09538
2615,1.09121
2616,1.09033
2617,1.0912
2618,1.09133
2619,1.08739
2620,1.07565
2621,1.05316
2622,1.01952
2623,0.977532
2624,0.931789
2625,0.886628
2626,0.845228
2627,0.80956
2628,0.780562
2629,0.758261
2630,0.741903
2631,0.730154
2632,0.721416
2633,0.714215
2634,0.707581
2635,0.701357
2636,0.696429
2637,0.694882
2638,0.700003
2639,0.715698
2640,0.744817
2641,0.786962
2642,0.837954
2643,0.891937
2644,0.944043
2645,0.991527
2646,1.03348
2647,1.07007
2648,1.10191
2649,1.12967
2650,1.15389
2651,1.17497
2652,1.19322
2653,1.20899
2654,1.22284
2655,1.23567
2656,1.24876
2657,1.26335
2658,1.27953
2659,1.29483
2660,1.30384
2661,1.30052
2662,1.28171
2663,1.24818
2664,1.20315
2665,1.15038
2666,1.09313
2667,1.03395
2668,0.97466
2669,0.916558
2670,0.860509
2671,0.807034
2672,0.756356
2673,0.708429
2674,0.663007
2675,0.619808
2676,0.578779
2677,0.540325
2678,0.505327
2679,0.475059
2680,0.451204
2681,0.436049
2682,0.432695
2683,0.444906
2684,0.476005
2685,0.526632
2686,0.592807
2687,0.66669
2688,0.739868
2689,0.806148
2690,0.862218
2691,0.906943
2692,0.940447
2693,0.96349
2694,0.977157
2695,0.982747
2696,0.981742
2697,0.975818
2698,0.966901
2699,0.957267
2700,0.949654
2701,0.947224
2702,0.95316
2703,0.969789
2704,0.997431
2705,1.0334
2706,1.07184
2707,1.10554
2708,1.12921
2709,1.14145
2710,1.14415
2711,1.14063
2712,1.13431
2713,1.12806
2714,1.12392
2715,1.12303
2716,1.12556
2717,1.13077
2718,1.13703
2719,1.14189
2720,1.14214
2721,1.13393
2722,1.11394
2723,1.08141
2724,1.03914
2725,0.991941
2726,0.944339
2727,0.899542
2728,0.859385
2729,0.824576
2730,0.794933
2731,0.769605
2732,0.747348
2733,0.726846
2734,0.707035
2735,0.687374
2736,0.667997
2737,0.649817
2738,0.634648
2739,0.625357
2740,0.625796
2741,0.639969
2742,0.670155
2743,0.715029
2744,0.769746
2745,0.828239
2746,0.885556
2747,0.938707
2748,0.986332
2749,1.02805
2750,1.06391
2751,1.09411
2752,1.11887
2753,1.13846
2754,1.15328
2755,1.16398
2756,1.17168
2757,1.178
2758,1.18518
2759,1.19558
2760,1.21083
2761,1.2304
2762,1.25054
2763,1.2648
2764,1.26672
2765,1.25297
2766,1.22421
2767,1.18363
2768,1.13515
2769,1.0823
2770,1.02792
2771,0.974071
2772,0.922161
2773,0.873035
2774,0.827002
2775,0.783839
2776,0.742836
2777,0.703029
2778,0.663662
2779,0.624676
2780,0.586875
2781,0.551692
2782,0.520889
2783,0.496509
2784,0.481044
2785,0.477575
2786,0.489477
2787,0.519277
2788,0.566842
2789,0.628278
2790,0.696977
2791,0.766123
2792,0.830572
2793,0.887256
2794,0.934677
2795,0.97229
2796,1.00014
2797,1.01873
2798,1.02899
2799,1.03223
2800,1.03009
2801,1.02455
2802,1.01794
2803,1.01302
2804,1.01285
2805,1.0203
2806,1.03728
2807,1.06368
2808,1.0964
2809,1.12924
2810,1.15472
2811,1.16754
2812,1.16666
2813,1.15456
2814,1.13519
2815,1.1125
2816,1.08971
2817,1.06915
2818,1.05224
2819,1.0394
2820,1.03002
2821,1.02241
2822,1.01388
2823,1.00109
2824,0.980849
2825,0.951469
2826,0.913912
2827,0.871533
2828,0.828498
2829,0.78848
2830,0.754249
2831,0.727713
2832,0.709955
2833,0.701163
2834,0.700604
2835,0.70677
2836,0.717758
2837,0.731759
2838,0.747551
2839,0.764895
2840,0.784758
2841,0.809211
2842,0.840631
2843,0.880038
2844,0.92557
2845,0.972945
2846,1.01774
2847,1.05719
2848,1.09053
2849,1.11838
2850,1.14203
2851,1.16295
2852,1.18236
2853,1.20111
2854,1.21958
2855,1.23786
2856,1.25581
2857,1.27317
2858,1.28945
2859,1.30353
2860,1.31281
2861,1.31297
2862,1.2995
2863,1.27075
2864,1.22881
2865,1.1777
2866,1.12137
2867,1.06274
2868,1.00372
2869,0.945435
2870,0.888513
2871,0.833333
2872,0.780152
2873,0.729168
2874,0.680547
2875,0.634433
2876,0.590986
2877,0.550477
2878,0.513412
2879,0.480669
2880,0.453599
2881,0.43416
2882,0.425086
2883,0.429885
2884,0.452186
2885,0.494047
2886,0.553779
2887,0.625279
2888,0.700133
2889,0.77079
2890,0.832348
2891,0.882548
2892,0.920959
2893,0.94818
2894,0.965314
2895,0.973697
2896,0.974802
2897,0.970244
2898,0.961835
2899,0.951688
2900,0.94233
2901,0.936748
2902,0.938168
2903,0.949425
2904,0.971956
2905,1.00472
2906,1.04345
2907,1.08133
2908,1.1117
2909,1.1312
2910,1.14028
2911,1.14171
2912,1.13895
2913,1.13507
2914,1.13245
2915,1.13258
2916,1.136
2917,1.14234
2918,1.15036
2919,1.15811
2920,1.16286
2921,1.16114
2922,1.1491
2923,1.12413
2924,1.08697
2925,1.04163
2926,0.9931
2927,0.945404
2928,0.901085
2929,0.861368
2930,0.826456
2931,0.795795
2932,0.768346
2933,0.742901
2934,0.718395
2935,0.694172
2936,0.670139
2937,0.646825
2938,0.625451
2939,0.608075
2940,0.597761
2941,0.598436
2942,0.613909
2943,0.645979
2944,0.692797
2945,0.749283
2946,0.809424
2947,0.868379
2948,0.923148
2949,0.972232
2950,1.01504
2951,1.0514
2952,1.08138
2953,1.10513
2954,1.12296
2955,1.13543
2956,1.14343
2957,1.14832
2958,1.15204
2959,1.15708
2960,1.16606
2961,1.18081
2962,1.20115
2963,1.22384
2964,1.24265
2965,1.25064
2966,1.24342
2967,1.22067
2968,1.18522
2969,1.14104
2970,1.09196
2971,1.04107
2972,0.990673
2973,0.942327
2974,0.896946
2975,0.854818
2976,0.815573
2977,0.77823
2978,0.741462
2979,0.704157
2980,0.666041
2981,0.62793
2982,0.591454
2983,0.558614
2984,0.531589
2985,0.512838
2986,0.505232
2987,0.511857
2988,0.535142
2989,0.575425
2990,0.62993
2991,0.693337
2992,0.759658
2993,0.823939
2994,0.882837
2995,0.934352
2996,0.97733
2997,1.01118
2998,1.03581
2999,1.05171
3000,1.05991
3001,1.0619
3002,1.05956
3003,1.05516
3004,1.05133
3005,1.05098
3006,1.05692
3007,1.07118
3008,1.0941
3009,1.12339
3010,1.15367
3011,1.17753
3012,1.18868
3013,1.18479
3014,1.16768
3015,1.1414
3016,1.11026
3017,1.07791
3018,1.04705
3019,1.01943
3020,0.995841
3021,0.976092
3022,0.958952
3023,0.942215
3024,0.923048
3025,0.898734
3026,0.867773
3027,0.830775
3028,0.790332
3029,0.749936
3030,0.712949
3031,0.68223
3032,0.660141
3033,0.648485
3034,0.648247
3035,0.659274
3036,0.680204
3037,0.708818
3038,0.742694
3039,0.779837
3040,0.819079
3041,0.860128
3042,0.903181
3043,0.94806
3044,0.993296
3045,1.03613
3046,1.07372
3047,1.10437
3048,1.12795
3049,1.14553
3050,1.15893
3051,1.17029
3052,1.18166
3053,1.19463
3054,1.2101
3055,1.22801
3056,1.24732
3057,1.266
3058,1.28111
3059,1.28889
3060,1.28523
3061,1.26706
3062,1.23409
3063,1.18916
3064,1.13664
3065,1.08065
3066,1.02418
3067,0.969078
3068,0.916198
3069,0.865698
3070,0.81729
3071,0.770522
3072,0.725024
3073,0.680688
3074,0.637719
3075,0.596608
3076,0.558072
3077,0.523072
3078,0.492908
3079,0.469403
3080,0.455111
3081,0.453356
3082,0.467743
3083,0.500744
3084,0.551769
3085,0.616341
3086,0.687484
3087,0.758213
3088,0.823223
3089,0.879271
3090,0.924824
3091,0.959561
3092,0.983944
3093,0.998924
3094,1.00576
3095,1.00591
3096,1.0011
3097,0.99332
3098,0.984961
3099,0.978877
3100,0.978217
3101,0.985912
3102,1.00383
3103,1.03179
